1, car, 0.69, 792, 320, 98, 57
2, car, 0.96, 1327, 617, 315, 278
3, car, 0.77, 1177, 485, 143, 121
4, car, 0.88, 1173, 373, 113, 78
5, car, 0.76, 889, 412, 110, 91
6, car, 0.54, 576, 443, 129, 82
7, car, 0.52, 998, 261, 78, 42
8, car, 0.55, 1335, 617, 297, 279
9, car, 0.73, 890, 390, 100, 62
10, car, 0.72, 941, 239, 59, 28
11, car, 0.52, 487, 872, 291, 206
12, car, 0.92, 1549, 645, 355, 253
13, car, 0.83, 919, 333, 82, 55
14, car, 0.84, 926, 282, 72, 48
15, car, 0.55, 0, 867, 205, 186
16, car, 0.91, 948, 242, 59, 28
17, car, 0.93, 489, 866, 292, 212
18, car, 0.70, 809, 311, 81, 49
19, car, 0.53, 832, 290, 92, 53
20, car, 0.98, 1357, 505, 176, 143
21, car, 0.91, 1235, 907, 369, 171
22, car, 0.71, 1021, 394, 102, 76
23, car, 0.83, 1019, 319, 85, 52
24, car, 0.92, 908, 363, 88, 59
25, car, 0.96, 195, 625, 296, 216
26, car, 0.64, 793, 401, 100, 65
