1, person, 0.94, 593, 516, 76, 85
2, person, 0.87, 811, 588, 55, 62
3, person, 0.53, 1781, 284, 68, 56
4, person, 0.91, 1091, 664, 65, 116
5, person, 0.65, 374, 385, 117, 58
6, person, 0.90, 444, 468, 68, 58
7, person, 0.72, 310, 576, 51, 67
8, person, 0.78, 1244, 684, 73, 179
9, person, 0.83, 371, 500, 74, 62
10, person, 0.81, 0, 698, 51, 119
11, person, 0.94, 540, 504, 73, 83
12, person, 0.76, 1835, 279, 53, 49
13, person, 0.61, 1090, 501, 41, 68
14, person, 0.83, 511, 791, 62, 95
15, person, 0.98, 1783, 325, 77, 75
16, person, 0.93, 1147, 399, 47, 57
17, person, 0.84, 403, 507, 86, 80
18, person, 0.95, 570, 492, 69, 76
19, person, 0.52, 1506, 252, 99, 64
20, person, 0.55, 393, 781, 92, 153
21, person, 0.78, 1584, 261, 50, 51
22, person, 0.68, 283, 526, 76, 84
23, person, 0.65, 764, 323, 38, 34
24, person, 0.76, 737, 441, 102, 79
25, person, 0.64, 528, 492, 89, 81
26, person, 0.82, 1276, 470, 57, 55
27, person, 0.72, 1389, 460, 58, 47
28, person, 0.64, 1801, 280, 64, 54
29, person, 0.67, 1245, 688, 73, 149
30, person, 0.94, 320, 576, 52, 68
