1, car, 0.88, 465, 183, 29, 31
2, person, 0.91, 279, 342, 23, 65
3, car, 0.69, 309, 118, 32, 24
4, car, 0.97, 542, 343, 139, 155
5, car, 0.95, 489, 268, 59, 68
6, car, 0.52, 428, 206, 40, 50
7, person, 0.86, 312, 343, 25, 45
8, person, 0.95, 450, 370, 31, 70
9, person, 0.86, 204, 285, 21, 48
10, person, 0.81, 130, 467, 31, 57
11, person, 0.72, 130, 325, 20, 29
12, person, 0.88, 210, 440, 33, 75
13, car, 0.78, 363, 119, 25, 25
14, person, 0.86, 227, 358, 25, 43
15, person, 0.61, 551, 253, 19, 42
16, person, 0.88, 339, 331, 20, 38
17, car, 0.86, 489, 204, 45, 51
18, car, 0.91, 360, 344, 84, 170
19, person, 0.89, 227, 360, 25, 45
20, person, 0.65, 0, 390, 21, 66
21, person, 0.59, 459, 284, 19, 46
22, car, 0.67, 245, 183, 39, 36
23, car, 0.56, 548, 133, 29, 25
24, person, 0.61, 164, 412, 38, 76
25, car, 0.87, 405, 135, 18, 18
26, car, 0.99, 201, 483, 125, 115
27, car, 0.98, 644, 360, 144, 140
28, car, 0.65, 357, 109, 29, 28
29, car, 0.92, 379, 200, 34, 34
30, person, 0.73, 309, 253, 23, 42
31, person, 0.89, 264, 313, 23, 41
32, car, 0.77, 365, 152, 25, 25
33, car, 0.80, 430, 176, 31, 33
34, person, 0.50, 339, 250, 21, 33
35, car, 0.99, 562, 282, 73, 78
36, person, 0.52, 575, 254, 18, 29
37, car, 0.92, 514, 504, 147, 94
38, car, 0.94, 428, 212, 41, 50
39, car, 0.92, 392, 183, 25, 31
40, car, 0.92, 371, 224, 40, 57
41, person, 0.79, 363, 278, 17, 35
42, person, 0.91, 519, 380, 25, 58
43, person, 0.90, 207, 346, 24, 50
44, car, 0.99, 85, 352, 120, 112
45, person, 0.61, 306, 309, 23, 48
